session_date,channel,sessions,orders,conversion_rate,revenue_idr,avg_order_value,is_promo_period
2024-04-03,Website,549,51,0.0931,13440181,263533,1
2024-04-04,Shopee,1541,130,0.085,19951650,153474,1
2024-04-04,Tokopedia,1197,125,0.1051,23876981,191016,1
2024-04-04,Website,631,58,0.0924,13955829,240618,1
2024-04-05,Shopee,2047,247,0.1208,34643933,140259,1
2024-04-05,Tokopedia,1187,107,0.0906,15741395,147116,1
2024-04-05,Website,572,46,0.0818,9636111,209481,1
2024-04-06,Shopee,2108,253,0.1202,30656900,121174,1
2024-04-06,Tokopedia,1374,166,0.1211,38282469,230617,1
2024-04-06,Website,525,56,0.1067,9423935,168285,1
2024-04-07,Shopee,2127,276,0.1301,61190651,221705,1
2024-04-07,Tokopedia,1294,178,0.1381,39182355,220126,1
2024-04-07,Website,746,71,0.0959,14371944,202422,1
2024-04-08,Shopee,2119,244,0.1156,42852830,175626,1
2024-04-08,Tokopedia,1503,155,0.1033,27392800,176728,1
2024-04-08,Website,605,37,0.0623,8381754,226534,1
2024-04-09,Shopee,1858,218,0.1175,37239837,170825,1
2024-04-09,Tokopedia,1518,176,0.1163,28973802,164624,1
2024-04-09,Website,565,34,0.0604,9044625,266018,1
2024-04-10,Shopee,2291,217,0.0947,35152889,161995,1
2024-04-10,Tokopedia,1009,117,0.1166,27639156,236232,1
2024-04-10,Website,625,54,0.0879,14328879,265350,1
2024-04-11,Shopee,1507,154,0.1023,30481136,197929,1
2024-04-11,Tokopedia,1036,83,0.0805,13886499,167307,1
2024-04-11,Website,521,58,0.1114,12684757,218703,1
2024-04-12,Shopee,1586,97,0.0618,17177788,177091,1
2024-04-12,Tokopedia,1298,191,0.1477,36571690,191475,1
2024-04-12,Website,675,62,0.0929,12512116,201808,1
2024-04-13,Shopee,1995,247,0.1242,50543954,204631,1
2024-04-13,Tokopedia,1272,92,0.0724,19157993,208239,1
2024-04-13,Website,490,41,0.0848,8456298,206251,1
2024-04-14,Shopee,1972,149,0.0758,25299947,169798,1
2024-04-14,Tokopedia,1421,191,0.1345,34206476,179091,1
2024-04-14,Website,570,40,0.0712,10052545,251314,1
2024-04-15,Shopee,2131,269,0.1263,43982959,163505,1
2024-04-15,Tokopedia,925,94,0.1024,18132204,192896,1
2024-04-15,Website,593,48,0.0811,11851402,246904,1
2024-04-16,Shopee,1640,235,0.1434,45404780,193212,1
2024-04-16,Tokopedia,1340,183,0.1371,39508336,215893,1
2024-04-16,Website,635,58,0.0929,13300952,229327,1
2024-04-17,Shopee,2204,247,0.1125,49797225,201608,1
2024-04-17,Tokopedia,1377,153,0.1117,31418562,205350,1
2024-04-17,Website,640,51,0.08,8398747,164681,1
2024-04-18,Shopee,2095,272,0.1299,42229553,155256,1
2024-04-18,Tokopedia,1184,127,0.1079,27900091,219686,1
2024-04-18,Website,601,57,0.096,17320745,303873,1
2024-04-19,Shopee,2261,295,0.1306,53220388,180408,1
2024-04-19,Tokopedia,1391,136,0.0982,22662695,166637,1
2024-04-19,Website,637,65,0.1033,14947226,229957,1
2024-04-20,Shopee,1223,153,0.1257,23898308,156198,1
2024-04-20,Tokopedia,1433,141,0.0985,22046803,156360,1
2024-04-20,Website,555,45,0.0825,12398786,275529,1
2024-04-21,Shopee,1776,239,0.1348,47107319,197102,1
2024-04-21,Tokopedia,1558,87,0.0561,16445737,189031,1
2024-04-21,Website,652,47,0.0733,11171710,237696,1
2024-04-22,Shopee,1990,249,0.1252,47493096,190735,1
2024-04-22,Tokopedia,1758,183,0.1046,39392495,215260,1
2024-04-22,Website,665,71,0.1071,17753433,250048,1
2024-04-23,Shopee,2009,246,0.1229,28407016,115476,1
2024-04-23,Tokopedia,1089,127,0.1169,13495060,106260,1
2024-04-23,Website,613,57,0.093,12372011,217053,1
2024-04-24,Shopee,1692,200,0.1183,40321306,201607,1
2024-04-24,Tokopedia,1062,139,0.1315,28390007,204245,1
2024-04-24,Website,631,52,0.0832,11061572,212723,1
2024-04-25,Shopee,1560,164,0.1056,23570189,143721,1
2024-04-25,Tokopedia,1138,128,0.1125,29839970,233125,1
2024-04-25,Website,585,66,0.1132,14935865,226301,1
2024-04-26,Shopee,1586,218,0.1377,49683437,227906,1
2024-04-26,Tokopedia,1466,165,0.1127,41312084,250376,1
2024-04-26,Website,509,38,0.0748,8290929,218182,1
2024-04-27,Shopee,1972,237,0.1206,34125835,143991,1
2024-04-27,Tokopedia,1077,144,0.1338,22592975,156896,1
2024-04-27,Website,431,49,0.1158,11904771,242955,1
2024-04-28,Shopee,2139,195,0.0913,34275855,175774,1
2024-04-28,Tokopedia,1457,139,0.0956,28965183,208383,1
2024-04-28,Website,627,50,0.0803,11745835,234917,1
2024-04-29,Shopee,1872,216,0.1158,37240896,172412,1
2024-04-29,Tokopedia,894,120,0.1345,26193945,218283,1
2024-04-29,Website,482,46,0.0973,10625912,230998,1
2024-04-30,Shopee,2091,240,0.1151,55353888,230641,1
2024-04-30,Tokopedia,1261,121,0.0961,26765700,221204,1
2024-04-30,Website,440,35,0.0796,6195678,177019,1
2024-05-01,Shopee,1403,143,0.1022,27242184,190505,1
2024-05-01,Tokopedia,683,80,0.1179,18683782,233547,1
2024-05-01,Website,388,25,0.065,6164315,246573,1
2024-05-02,Shopee,1212,107,0.0888,14865289,138928,1
2024-05-02,Tokopedia,771,95,0.1242,16189497,170416,1
2024-05-02,Website,522,49,0.094,13255212,270515,1
2024-05-03,Shopee,1253,144,0.1157,22404547,155587,1
2024-05-03,Tokopedia,887,102,0.1158,18226212,178688,1
2024-05-03,Website,484,35,0.0742,9334837,266710,1
2024-05-04,Shopee,1076,119,0.1112,22595780,189881,1
2024-05-04,Tokopedia,1120,118,0.1055,22957726,194557,1
2024-05-04,Website,480,46,0.0961,11292959,245499,1
2024-05-05,Shopee,1336,200,0.1498,39431995,197160,1
2024-05-05,Tokopedia,780,86,0.1107,18704965,217500,1
2024-05-05,Website,334,28,0.0859,8143028,290822,1
2024-05-06,Shopee,1209,143,0.1184,28573616,199815,1
2024-05-06,Tokopedia,788,65,0.0826,12559681,193226,1
2024-05-06,Website,426,30,0.0719,7117626,237254,1
2024-05-07,Shopee,1207,193,0.1603,34464383,178572,1
2024-05-07,Tokopedia,823,77,0.0946,20071426,260668,1
2024-05-07,Website,421,30,0.0736,7230853,241028,1
2024-05-08,Shopee,1086,130,0.1203,23994019,184569,1
2024-05-08,Tokopedia,1058,108,0.1027,26197400,242569,1
2024-05-08,Website,520,34,0.0665,8335350,245157,1
2024-05-09,Shopee,1248,159,0.128,31339246,197102,1
2024-05-09,Tokopedia,993,109,0.11,22117866,202916,1
2024-05-09,Website,405,32,0.0809,7855138,245473,1
2024-05-10,Shopee,1350,122,0.0905,28464760,233318,1
2024-05-10,Tokopedia,720,77,0.1081,15692274,203796,1
2024-05-10,Website,473,44,0.0949,8881476,201852,1
2024-05-11,Shopee,1217,116,0.0959,21157709,182394,1
2024-05-11,Tokopedia,635,50,0.0793,10271479,205430,1
2024-05-11,Website,357,29,0.0824,5653622,194952,1
2024-05-12,Shopee,1422,226,0.1595,46101427,203989,1
2024-05-12,Tokopedia,746,78,0.1059,15246599,195469,1
2024-05-12,Website,331,27,0.0836,7547035,279520,1
2024-05-13,Shopee,1475,164,0.1117,25095154,153019,1
2024-05-13,Tokopedia,780,72,0.0923,13836370,192172,1
2024-05-13,Website,310,32,0.1052,7064080,220752,1
2024-05-14,Shopee,1232,138,0.1124,31243883,226405,1
2024-05-14,Tokopedia,907,92,0.1015,20262846,220248,1
2024-05-14,Website,413,31,0.0772,6785528,218888,1
2024-05-15,Shopee,1398,161,0.1153,24282693,150824,1
2024-05-15,Tokopedia,731,96,0.1321,18424206,191919,1
2024-05-15,Website,404,37,0.0926,8712153,235464,1
2024-05-16,Shopee,682,98,0.144,17901780,182671,1
2024-05-16,Tokopedia,694,48,0.0695,9458884,197060,1
2024-05-16,Website,478,56,0.1175,13947987,249071,1
2024-05-17,Shopee,1492,150,0.1011,27022773,180152,1
2024-05-17,Tokopedia,965,113,0.1175,22606266,200055,1
2024-05-17,Website,406,42,0.1039,8995123,214170,1
2024-05-18,Shopee,1472,180,0.1226,35516009,197311,1
2024-05-18,Tokopedia,973,113,0.1164,22992484,203473,1
2024-05-18,Website,406,44,0.1103,7870196,178868,1
2024-05-19,Shopee,1471,128,0.0876,21968400,171628,1
2024-05-19,Tokopedia,1092,71,0.0653,14516981,204465,1
2024-05-19,Website,463,45,0.0972,12087624,268614,1
2024-05-20,Shopee,1135,141,0.1246,25966416,184159,1
2024-05-20,Tokopedia,893,99,0.1114,24063811,243069,1
2024-05-20,Website,422,45,0.1072,7872103,174936,1
2024-05-21,Shopee,1646,154,0.0941,27287931,177194,1
2024-05-21,Tokopedia,739,109,0.1478,18602538,170665,1
2024-05-21,Website,541,59,0.1099,12274697,208046,1
2024-05-22,Shopee,1811,280,0.1548,51937481,185491,1
2024-05-22,Tokopedia,899,109,0.1223,24042618,220574,1
2024-05-22,Website,419,41,0.0984,11356984,277000,1
2024-05-23,Shopee,1471,215,0.1464,44557711,207245,1
2024-05-23,Tokopedia,695,86,0.1244,17690150,205699,1
2024-05-23,Website,433,42,0.0986,8673568,206514,1
2024-05-24,Shopee,1448,143,0.0988,23731248,165953,1
2024-05-24,Tokopedia,850,85,0.1009,14375727,169126,1
2024-05-24,Website,432,51,0.1182,15768067,309178,1
2024-05-25,Shopee,1290,104,0.0807,15242144,146559,1
2024-05-25,Tokopedia,751,106,0.1416,16068515,151590,1
2024-05-25,Website,417,53,0.1289,10914905,205942,1
2024-05-26,Shopee,1346,180,0.1344,31334774,174082,1
2024-05-26,Tokopedia,852,111,0.1312,16241661,146321,1
2024-05-26,Website,454,48,0.1058,13222338,275465,1
2024-05-27,Shopee,1293,140,0.1087,22596286,161402,1
2024-05-27,Tokopedia,1042,141,0.1355,24828810,176091,1
2024-05-27,Website,446,47,0.1063,13508573,287416,1
2024-05-28,Shopee,1470,201,0.1373,35310378,175674,1
2024-05-28,Tokopedia,790,99,0.1257,22672907,229019,1
2024-05-28,Website,418,35,0.0839,8598314,245666,1
2024-05-29,Shopee,1404,155,0.1108,22356183,144233,1
2024-05-29,Tokopedia,715,84,0.1177,18317432,218065,1
2024-05-29,Website,396,39,0.1009,7681402,196959,1
2024-05-30,Shopee,1765,201,0.1144,26849884,133582,1
2024-05-30,Tokopedia,830,75,0.0907,13000626,173342,1
2024-05-30,Website,463,46,0.1007,10702385,232661,1
2024-05-31,Shopee,1488,141,0.0951,23421614,166111,1
2024-05-31,Tokopedia,1085,114,0.1056,22938604,201216,1
2024-05-31,Website,437,47,0.1098,8621815,183443,1
2024-06-01,Shopee,1295,177,0.1373,37066683,209416,0
2024-06-01,Tokopedia,1027,100,0.0977,16525625,165256,0
2024-06-01,Website,473,36,0.0763,8360069,232224,0
2024-06-02,Shopee,1586,217,0.1373,33077057,152429,0
2024-06-02,Tokopedia,839,106,0.1272,22221579,209638,0
2024-06-02,Website,365,33,0.0911,6528483,197833,0
2024-06-03,Shopee,1100,147,0.134,32522291,221240,0
2024-06-03,Tokopedia,799,89,0.1123,14202557,159579,0
2024-06-03,Website,451,39,0.0884,9690877,248484,0
2024-06-04,Shopee,976,99,0.102,17622163,178002,0
2024-06-04,Tokopedia,899,112,0.125,21964961,196116,0
2024-06-04,Website,391,31,0.0813,6971361,224883,0
2024-06-05,Shopee,1392,140,0.1011,21060701,150434,0
2024-06-05,Tokopedia,732,94,0.1292,19001950,202148,0
2024-06-05,Website,507,42,0.083,12061858,287187,0
2024-06-06,Shopee,1332,184,0.1382,26465458,143834,0
2024-06-06,Tokopedia,881,116,0.1321,14596061,125828,0
2024-06-06,Website,499,65,0.1304,13367055,205647,0
2024-06-07,Shopee,1091,99,0.0908,19387790,195836,0
2024-06-07,Tokopedia,722,64,0.0893,11248741,175762,0
2024-06-07,Website,391,37,0.0952,7163847,193617,0
2024-06-08,Shopee,1577,164,0.1042,26014303,158624,0
2024-06-08,Tokopedia,860,90,0.1047,22332114,248135,0
2024-06-08,Website,426,37,0.0872,8426390,227740,0
2024-06-09,Shopee,1281,177,0.1384,26098550,147449,0
2024-06-09,Tokopedia,733,62,0.0855,12558197,202552,0
2024-06-09,Website,431,38,0.0904,7864653,206965,0
2024-06-10,Shopee,1060,118,0.1117,18960056,160678,0
2024-06-10,Tokopedia,828,97,0.1175,21666152,223362,0
2024-06-10,Website,467,43,0.093,11416003,265488,0
2024-06-11,Shopee,1313,157,0.1203,27857704,177438,0
2024-06-11,Tokopedia,762,50,0.0663,10296217,205924,0
2024-06-11,Website,439,45,0.1039,11560850,256908,0
2024-06-12,Shopee,1162,135,0.117,24807379,183758,0
2024-06-12,Tokopedia,965,108,0.113,17397641,161089,0
2024-06-12,Website,449,41,0.0928,9875166,240858,0
2024-06-13,Shopee,1685,225,0.1337,34349697,152665,0
2024-06-13,Tokopedia,798,57,0.0724,11808756,207171,0
2024-06-13,Website,433,35,0.0812,7738000,221086,0
2024-06-14,Shopee,1585,185,0.117,37897498,204851,0
2024-06-14,Tokopedia,808,84,0.1048,14520885,172868,0
2024-06-14,Website,425,38,0.0914,6022056,158475,0
2024-06-15,Shopee,1610,246,0.1531,42186153,171488,0
2024-06-15,Tokopedia,757,65,0.086,15142392,232960,0
2024-06-15,Website,374,19,0.0531,3516290,185068,0
2024-06-16,Shopee,1630,189,0.1165,37727538,199617,0
2024-06-16,Tokopedia,974,93,0.0956,17553583,188748,0
2024-06-16,Website,363,30,0.0842,6396956,213232,0
2024-06-17,Shopee,1518,199,0.1314,36211964,181970,0
2024-06-17,Tokopedia,897,91,0.1017,14947464,164258,0
2024-06-17,Website,422,27,0.0646,4263844,157920,0
2024-06-18,Shopee,1491,193,0.1295,37150054,192487,0
2024-06-18,Tokopedia,666,65,0.098,13229666,203533,0
2024-06-18,Website,408,30,0.0736,8622391,287413,0
2024-06-19,Shopee,1254,130,0.1043,20555837,158122,0
2024-06-19,Tokopedia,869,120,0.1391,24320780,202673,0
2024-06-19,Website,383,26,0.0685,6072062,233541,0
2024-06-20,Shopee,1199,101,0.0846,20207371,200073,0
2024-06-20,Tokopedia,1092,163,0.1497,35965756,220649,0
2024-06-20,Website,505,43,0.0862,10824536,251733,0
2024-06-21,Shopee,1515,153,0.101,27423357,179238,0
2024-06-21,Tokopedia,857,96,0.1131,22141269,230638,0
2024-06-21,Website,367,41,0.1125,8954703,218407,0
2024-06-22,Shopee,1424,201,0.1412,28198787,140292,0
2024-06-22,Tokopedia,725,98,0.1359,13740429,140208,0
2024-06-22,Website,499,53,0.1077,11057473,208632,0
2024-06-23,Shopee,1127,133,0.1183,18406853,138397,0
2024-06-23,Tokopedia,830,97,0.1179,21564305,222312,0
2024-06-23,Website,381,38,0.1018,7904186,208005,0
2024-06-24,Shopee,1608,220,0.1374,41923834,190563,0
2024-06-24,Tokopedia,1006,137,0.1367,25829722,188538,0
2024-06-24,Website,430,49,0.1154,9169906,187141,0
2024-06-25,Shopee,1506,232,0.1544,52300222,225432,0
2024-06-25,Tokopedia,949,119,0.1264,22520363,189247,0
2024-06-25,Website,482,48,0.1006,10764680,224264,0
2024-06-26,Shopee,1181,130,0.1107,24231756,186398,0
2024-06-26,Tokopedia,877,96,0.1103,17308540,180297,0
2024-06-26,Website,377,36,0.0965,6274410,174289,0
2024-06-27,Shopee,1376,195,0.1421,37554797,192589,0
2024-06-27,Tokopedia,780,96,0.1236,17519305,182493,0
2024-06-27,Website,475,46,0.0972,13278179,288656,0
2024-06-28,Shopee,1082,122,0.1129,17852633,146333,0
2024-06-28,Tokopedia,778,107,0.1377,23494574,219575,0
2024-06-28,Website,454,32,0.0724,6470235,202195,0
2024-06-29,Shopee,1438,150,0.1047,29764859,198432,0
2024-06-29,Tokopedia,958,96,0.1012,16300096,169793,0
2024-06-29,Website,416,33,0.0817,8190149,248186,0
2024-06-30,Shopee,1293,129,0.0998,25705934,199271,0
2024-06-30,Tokopedia,791,92,0.117,14906801,162030,0
2024-06-30,Website,306,25,0.0828,5738970,229559,0
2024-07-01,Shopee,1538,155,0.1014,28171686,181753,0
2024-07-01,Tokopedia,920,101,0.1101,26884228,266180,0
2024-07-01,Website,474,49,0.1036,12247216,249943,0
2024-07-02,Shopee,996,129,0.1297,27366679,212145,0
2024-07-02,Tokopedia,866,84,0.0979,14721513,175256,0
2024-07-02,Website,441,34,0.0776,7591137,223269,0
2024-07-03,Shopee,1391,128,0.0924,28568518,223192,0
2024-07-03,Tokopedia,770,98,0.1283,19246056,196388,0
2024-07-03,Website,359,32,0.0905,6158445,192451,0
2024-07-04,Shopee,1916,190,0.0995,38561169,202954,0
2024-07-04,Tokopedia,900,85,0.0951,18571651,218490,0
2024-07-04,Website,373,29,0.0784,7653685,263920,0
2024-07-05,Shopee,1470,169,0.1152,20947911,123952,0
2024-07-05,Tokopedia,669,91,0.1369,19067489,209533,0
2024-07-05,Website,446,40,0.0912,8531924,213298,0
2024-07-06,Shopee,1473,181,0.1234,30011975,165812,0
2024-07-06,Tokopedia,998,100,0.1012,21496350,214964,0
2024-07-06,Website,316,22,0.0711,4849975,220453,0
2024-07-07,Shopee,1543,170,0.1105,27900796,164122,0
2024-07-07,Tokopedia,867,94,0.1094,15377273,163588,0
2024-07-07,Website,486,45,0.0936,10432286,231829,0
2024-07-08,Shopee,965,90,0.0936,14715353,163504,0
2024-07-08,Tokopedia,977,120,0.1233,21597166,179976,0
2024-07-08,Website,299,17,0.0598,4776866,280992,0
2024-07-09,Shopee,1434,178,0.1247,26543276,149120,0
2024-07-09,Tokopedia,1004,130,0.1297,27321086,210162,0
2024-07-09,Website,461,44,0.0966,10437311,237212,0
2024-07-10,Shopee,1122,135,0.1204,27872652,206464,0
2024-07-10,Tokopedia,772,77,0.0999,15416401,200213,0
2024-07-10,Website,318,21,0.0691,3859517,183787,0
2024-07-11,Shopee,1009,93,0.0925,15589983,167634,0
2024-07-11,Tokopedia,678,74,0.1102,13564954,183310,0
2024-07-11,Website,390,26,0.0687,4884315,187858,0
2024-07-12,Shopee,1039,121,0.1168,18378152,151886,0
2024-07-12,Tokopedia,843,101,0.1204,23077875,228494,0
2024-07-12,Website,472,33,0.0715,7431277,225190,0
2024-07-13,Shopee,1291,105,0.0814,19855920,189104,0
2024-07-13,Tokopedia,787,88,0.112,14736333,167458,0
2024-07-13,Website,419,51,0.1223,10493101,205747,0
2024-07-14,Shopee,1266,133,0.1057,23331610,175426,0
2024-07-14,Tokopedia,998,117,0.1176,23449600,200424,0
2024-07-14,Website,454,39,0.0867,10178857,260996,0
2024-07-15,Shopee,1152,120,0.1049,26497264,220811,0
2024-07-15,Tokopedia,839,75,0.0904,14190584,189208,0
2024-07-15,Website,418,33,0.0792,8181362,247920,0
2024-07-16,Shopee,1427,104,0.0736,16997285,163435,0
2024-07-16,Tokopedia,823,74,0.091,12267594,165778,0
2024-07-16,Website,426,35,0.0839,8654635,247275,0
2024-07-17,Shopee,1051,130,0.1241,24422194,187863,0
2024-07-17,Tokopedia,895,120,0.1348,24704466,205871,0
2024-07-17,Website,462,44,0.097,10512150,238912,0
2024-07-18,Shopee,1227,175,0.1434,33984729,194198,0
2024-07-18,Tokopedia,821,87,0.1069,11852306,136233,0
2024-07-18,Website,390,35,0.0918,8273378,236382,0
2024-07-19,Shopee,1177,160,0.136,34537681,215861,0
2024-07-19,Tokopedia,704,55,0.0789,11899892,216362,0
2024-07-19,Website,537,52,0.0975,11252698,216398,0
2024-07-20,Shopee,1682,217,0.1294,39234545,180804,0
2024-07-20,Tokopedia,709,69,0.0975,12577404,182281,0
2024-07-20,Website,370,29,0.0803,5791808,199718,0
2024-07-21,Shopee,1157,160,0.1388,32460610,202879,0
2024-07-21,Tokopedia,936,101,0.1089,18445246,182626,0
2024-07-21,Website,362,34,0.0955,8102636,238313,0
2024-07-22,Shopee,1230,187,0.1521,42693988,228310,0
2024-07-22,Tokopedia,839,79,0.095,19146257,242358,0
2024-07-22,Website,364,28,0.078,4895612,174843,0
2024-07-23,Shopee,1329,111,0.0836,22512434,202815,0
2024-07-23,Tokopedia,828,77,0.0932,14020301,182082,0
2024-07-23,Website,371,52,0.142,12690415,244046,0
2024-07-24,Shopee,1401,180,0.1289,30519406,169552,0
2024-07-24,Tokopedia,837,95,0.1144,20062890,211188,0
2024-07-24,Website,330,33,0.1019,9072618,274928,0
2024-07-25,Shopee,1275,189,0.149,44296206,234371,0
2024-07-25,Tokopedia,1109,137,0.1244,23664768,172736,0
2024-07-25,Website,347,26,0.0754,5652872,217418,0
2024-07-26,Shopee,1443,147,0.1021,22080037,150204,0
2024-07-26,Tokopedia,607,71,0.1174,13916788,196011,0
2024-07-26,Website,455,42,0.0932,9676022,230381,0
2024-07-27,Shopee,1457,142,0.0977,19946879,140471,0
2024-07-27,Tokopedia,875,95,0.1093,20439618,215154,0
2024-07-27,Website,410,33,0.0811,7522355,227950,0
2024-07-28,Shopee,1622,264,0.1633,49228211,186470,0
2024-07-28,Tokopedia,737,72,0.099,12978349,180255,0
2024-07-28,Website,542,39,0.072,10569073,271002,0
2024-07-29,Shopee,1655,187,0.1135,34139365,182563,0
2024-07-29,Tokopedia,799,88,0.1104,19238104,218615,0
2024-07-29,Website,417,33,0.0796,9590917,290634,0
2024-07-30,Shopee,1534,135,0.0886,27539660,203997,0
2024-07-30,Tokopedia,920,132,0.1443,29356120,222395,0
2024-07-30,Website,444,41,0.0938,10129075,247051,0
2024-07-31,Shopee,1566,240,0.1535,44733158,186388,0
2024-07-31,Tokopedia,844,81,0.0971,13251430,163598,0
2024-07-31,Website,499,55,0.111,14750510,268191,0
2024-08-01,Shopee,1346,182,0.1352,31533311,173260,0
2024-08-01,Tokopedia,891,120,0.1355,27420529,228504,0
2024-08-01,Website,457,37,0.0824,7213177,194951,0
2024-08-02,Shopee,1292,132,0.1024,20827894,157787,0
2024-08-02,Tokopedia,909,106,0.1169,24166812,227989,0
2024-08-02,Website,464,49,0.1063,11301450,230642,0
2024-08-03,Shopee,1293,191,0.1484,33189639,173768,0
2024-08-03,Tokopedia,665,73,0.1103,15791303,216319,0
2024-08-03,Website,363,43,0.1188,11325750,263390,0
2024-08-04,Shopee,1454,143,0.0986,26803600,187438,0
2024-08-04,Tokopedia,1187,136,0.1148,24078876,177051,0
2024-08-04,Website,392,39,0.1002,7060528,181039,0
2024-08-05,Shopee,1265,119,0.0945,20314080,170707,0
2024-08-05,Tokopedia,874,88,0.101,18440772,209554,0
2024-08-05,Website,419,44,0.1062,11273991,256227,0
2024-08-06,Shopee,830,117,0.1414,21976792,187836,0
2024-08-06,Tokopedia,923,137,0.1491,17633001,128708,0
2024-08-06,Website,385,27,0.0716,5873971,217554,0
2024-08-07,Shopee,1415,136,0.0964,25533319,187745,0
2024-08-07,Tokopedia,947,67,0.0717,14237034,212493,0
2024-08-07,Website,427,43,0.1014,10299908,239533,0
2024-08-08,Shopee,1569,206,0.1313,39560758,192043,0
2024-08-08,Tokopedia,759,78,0.1035,16328042,209334,0
2024-08-08,Website,430,45,0.1051,11132332,247385,0
2024-08-09,Shopee,1434,129,0.0904,21645499,167795,0
2024-08-09,Tokopedia,773,100,0.1296,18440485,184405,0
2024-08-09,Website,342,35,0.1024,9904832,282995,0
2024-08-10,Shopee,1385,181,0.131,31016550,171362,0
2024-08-10,Tokopedia,911,121,0.1331,31923614,263832,0
2024-08-10,Website,360,32,0.0904,5931349,185355,0
2024-08-11,Shopee,1281,159,0.1245,27822572,174985,0
2024-08-11,Tokopedia,747,96,0.1296,17750807,184904,0
2024-08-11,Website,465,40,0.0861,10086202,252155,0
2024-08-12,Shopee,1468,199,0.1358,29819561,149847,0
2024-08-12,Tokopedia,699,72,0.1037,12287953,170666,0
2024-08-12,Website,492,39,0.0812,9746135,249901,0
2024-08-13,Shopee,1371,213,0.1559,36401495,170899,0
2024-08-13,Tokopedia,1075,124,0.116,19979615,161126,0
2024-08-13,Website,333,29,0.0891,6604755,227750,0
2024-08-14,Shopee,1629,199,0.1227,36475933,183296,0
2024-08-14,Tokopedia,918,119,0.1307,18669431,156886,0
2024-08-14,Website,429,39,0.0928,8582151,220055,0
2024-08-15,Shopee,1260,182,0.1446,32616616,179212,0
2024-08-15,Tokopedia,751,95,0.1266,18702468,196868,0
2024-08-15,Website,548,54,0.0991,9427138,174577,0
2024-08-16,Shopee,1357,151,0.112,27436336,181698,0
2024-08-16,Tokopedia,854,111,0.1309,26638059,239983,0
2024-08-16,Website,403,43,0.1087,9192835,213787,0
2024-08-17,Shopee,1525,153,0.1009,24588592,160710,0
2024-08-17,Tokopedia,809,105,0.1306,19282718,183645,0
2024-08-17,Website,437,25,0.0589,4967997,198720,0
2024-08-18,Shopee,1244,174,0.1402,33398662,191946,0
2024-08-18,Tokopedia,652,78,0.1206,17012133,218104,0
2024-08-18,Website,377,29,0.0778,6580691,226920,0
2024-08-19,Shopee,1408,158,0.1123,20351058,128804,0
2024-08-19,Tokopedia,1065,150,0.1413,23590709,157271,0
2024-08-19,Website,430,50,0.1173,10916160,218323,0
2024-08-20,Shopee,1180,145,0.1235,21870579,150832,0
2024-08-20,Tokopedia,886,123,0.1399,23688742,192591,0
2024-08-20,Website,454,43,0.0956,8950521,208152,0
2024-08-21,Shopee,990,126,0.1274,23239419,184440,0
2024-08-21,Tokopedia,830,98,0.1183,19596364,199963,0
2024-08-21,Website,454,49,0.1082,12572083,256573,0
2024-08-22,Shopee,1424,144,0.1014,26972044,187306,0
2024-08-22,Tokopedia,673,91,0.1363,13488180,148222,0
2024-08-22,Website,287,22,0.0772,5779673,262712,0
2024-08-23,Shopee,1540,237,0.1543,49638544,209445,0
2024-08-23,Tokopedia,868,66,0.0771,14034750,212648,0
2024-08-23,Website,377,34,0.0928,8595093,252797,0
2024-08-24,Shopee,1274,135,0.1064,27909812,206739,0
2024-08-24,Tokopedia,743,57,0.0775,11474020,201299,0
2024-08-24,Website,440,48,0.1092,11361558,236699,0
2024-08-25,Shopee,1265,122,0.0971,24890056,204017,0
2024-08-25,Tokopedia,846,101,0.12,19266104,190754,0
2024-08-25,Website,385,32,0.0836,7257296,226790,0
2024-08-26,Shopee,1275,157,0.1236,25242612,160781,0
2024-08-26,Tokopedia,727,72,0.0996,13066060,181473,0
2024-08-26,Website,454,41,0.0923,9157567,223355,0
2024-08-27,Shopee,1502,227,0.1512,37323204,164419,0
2024-08-27,Tokopedia,647,76,0.1177,10349132,136173,0
2024-08-27,Website,523,43,0.0838,10380243,241401,0
2024-08-28,Shopee,1543,207,0.1343,37149313,179465,0
2024-08-28,Tokopedia,948,114,0.1206,20422432,179144,0
2024-08-28,Website,283,31,0.1129,6934485,223693,0
2024-08-29,Shopee,1260,135,0.1079,18372928,136096,0
2024-08-29,Tokopedia,819,84,0.1036,16835669,200425,0
2024-08-29,Website,434,38,0.0898,8466408,222800,0
2024-08-30,Shopee,1243,138,0.1115,27106573,196424,0
2024-08-30,Tokopedia,1016,132,0.1304,25319116,191811,0
2024-08-30,Website,399,40,0.102,8856386,221410,0
2024-08-31,Shopee,1197,110,0.092,16049834,145908,0
2024-08-31,Tokopedia,1041,111,0.1074,23651294,213075,0
2024-08-31,Website,403,47,0.1191,9560177,203408,0
2024-09-01,Shopee,1439,93,0.0652,11143184,119819,0
2024-09-01,Tokopedia,691,64,0.0934,14730885,230170,0
2024-09-01,Website,426,36,0.0868,7984461,221791,0
2024-09-02,Shopee,1321,140,0.106,20394616,145676,0
2024-09-02,Tokopedia,932,100,0.1077,19886091,198861,0
2024-09-02,Website,442,52,0.118,13285600,255492,0
2024-09-03,Shopee,1306,171,0.1313,32968867,192800,0
2024-09-03,Tokopedia,833,90,0.1085,16050920,178344,0
2024-09-03,Website,417,31,0.0761,7010652,226150,0
