snapshot_id,year_month,sku_id,category,subcategory,brand,opening_stock,incoming_qty,sold_qty,closing_stock,sell_through_rate,days_of_inventory,lead_time_days,is_stockout
INV-2024-06-MCO-FS-015,2024-06,MCO-FS-015,Footwear,Formal Shoes,MCC Standard,65,0,3,62,0.0462,620,19,0
INV-2024-06-MCO-FS-016,2024-06,MCO-FS-016,Footwear,Formal Shoes,MCC Standard,73,0,4,69,0.0548,518,16,0
INV-2024-06-MCO-FS-017,2024-06,MCO-FS-017,Footwear,Formal Shoes,MCC Premium,56,0,0,56,0.0,560,7,0
INV-2024-06-MCO-FS-018,2024-06,MCO-FS-018,Footwear,Formal Shoes,MCC Premium,39,0,10,29,0.2564,87,12,0
INV-2024-07-MCO-SH-001,2024-07,MCO-SH-001,Apparel,Shirts,MCC Standard,0,29,29,0,1.0,0,25,1
INV-2024-07-MCO-SH-002,2024-07,MCO-SH-002,Apparel,Shirts,MCC Standard,0,72,72,0,1.0,0,18,1
INV-2024-07-MCO-SH-003,2024-07,MCO-SH-003,Apparel,Shirts,MCC Basic,0,46,46,0,1.0,0,28,1
INV-2024-07-MCO-SH-004,2024-07,MCO-SH-004,Apparel,Shirts,MCC Premium,0,50,50,0,1.0,0,22,1
INV-2024-07-MCO-SH-005,2024-07,MCO-SH-005,Apparel,Shirts,MCC Standard,0,65,65,0,1.0,0,7,1
INV-2024-07-MCO-SH-006,2024-07,MCO-SH-006,Apparel,Shirts,MCC Basic,0,48,48,0,1.0,0,19,1
INV-2024-07-MCO-SH-007,2024-07,MCO-SH-007,Apparel,Shirts,MCC Premium,0,38,38,0,1.0,0,15,1
INV-2024-07-MCO-SH-008,2024-07,MCO-SH-008,Apparel,Shirts,MCC Basic,12,58,70,0,1.0,0,14,1
INV-2024-07-MCO-SH-009,2024-07,MCO-SH-009,Apparel,Shirts,MCC Standard,9,56,65,0,1.0,0,8,1
INV-2024-07-MCO-SH-010,2024-07,MCO-SH-010,Apparel,Shirts,MCC Basic,0,31,31,0,1.0,0,26,1
INV-2024-07-MCO-SH-011,2024-07,MCO-SH-011,Apparel,Shirts,MCC Premium,33,40,38,35,0.5205,28,24,0
INV-2024-07-MCO-SH-012,2024-07,MCO-SH-012,Apparel,Shirts,MCC Premium,29,30,35,24,0.5932,21,17,0
INV-2024-07-MCO-SH-013,2024-07,MCO-SH-013,Apparel,Shirts,MCC Standard,44,42,71,15,0.8256,6,13,0
INV-2024-07-MCO-SH-014,2024-07,MCO-SH-014,Apparel,Shirts,MCC Standard,0,67,63,4,0.9403,2,17,0
INV-2024-07-MCO-SH-015,2024-07,MCO-SH-015,Apparel,Shirts,MCC Premium,47,80,55,72,0.4331,39,15,0
INV-2024-07-MCO-SH-016,2024-07,MCO-SH-016,Apparel,Shirts,MCC Premium,29,56,27,58,0.3176,64,19,0
INV-2024-07-MCO-SH-017,2024-07,MCO-SH-017,Apparel,Shirts,MCC Standard,52,35,43,44,0.4943,31,24,0
INV-2024-07-MCO-SH-018,2024-07,MCO-SH-018,Apparel,Shirts,MCC Standard,7,58,41,24,0.6308,18,18,0
INV-2024-07-MCO-SH-019,2024-07,MCO-SH-019,Apparel,Shirts,MCC Basic,35,43,44,34,0.5641,23,27,0
INV-2024-07-MCO-SH-020,2024-07,MCO-SH-020,Apparel,Shirts,MCC Standard,75,0,38,37,0.5067,29,21,0
INV-2024-07-MCO-SH-021,2024-07,MCO-SH-021,Apparel,Shirts,MCC Premium,49,0,6,43,0.1224,215,19,0
INV-2024-07-MCO-SH-022,2024-07,MCO-SH-022,Apparel,Shirts,MCC Standard,22,50,19,53,0.2639,84,17,0
INV-2024-07-MCO-SH-023,2024-07,MCO-SH-023,Apparel,Shirts,MCC Basic,72,0,16,56,0.2222,105,11,0
INV-2024-07-MCO-SH-024,2024-07,MCO-SH-024,Apparel,Shirts,MCC Premium,28,0,12,16,0.4286,40,10,0
INV-2024-07-MCO-SH-025,2024-07,MCO-SH-025,Apparel,Shirts,MCC Standard,11,86,12,85,0.1237,212,19,0
INV-2024-07-MCO-SH-026,2024-07,MCO-SH-026,Apparel,Shirts,MCC Standard,50,0,11,39,0.22,106,10,0
INV-2024-07-MCO-SH-027,2024-07,MCO-SH-027,Apparel,Shirts,MCC Standard,18,68,13,73,0.1512,168,13,0
INV-2024-07-MCO-SH-028,2024-07,MCO-SH-028,Apparel,Shirts,MCC Premium,19,0,6,13,0.3158,65,11,0
INV-2024-07-MCO-SH-029,2024-07,MCO-SH-029,Apparel,Shirts,MCC Premium,6,75,12,69,0.1481,172,10,0
INV-2024-07-MCO-SH-030,2024-07,MCO-SH-030,Apparel,Shirts,MCC Premium,39,0,7,32,0.1795,137,17,0
INV-2024-07-MCO-SH-031,2024-07,MCO-SH-031,Apparel,Shirts,MCC Standard,33,0,15,18,0.4545,36,12,0
INV-2024-07-MCO-SH-032,2024-07,MCO-SH-032,Apparel,Shirts,MCC Standard,13,0,8,5,0.6154,19,18,0
INV-2024-07-MCO-SH-033,2024-07,MCO-SH-033,Apparel,Shirts,MCC Standard,27,0,11,16,0.4074,44,18,0
INV-2024-07-MCO-SH-034,2024-07,MCO-SH-034,Apparel,Shirts,MCC Premium,36,0,9,27,0.25,90,9,0
INV-2024-07-MCO-SH-035,2024-07,MCO-SH-035,Apparel,Shirts,MCC Premium,37,0,13,24,0.3514,55,21,0
INV-2024-07-MCO-SH-036,2024-07,MCO-SH-036,Apparel,Shirts,MCC Premium,22,0,9,13,0.4091,43,21,0
INV-2024-07-MCO-SH-037,2024-07,MCO-SH-037,Apparel,Shirts,MCC Premium,32,0,3,29,0.0938,290,17,0
INV-2024-07-MCO-SH-038,2024-07,MCO-SH-038,Apparel,Shirts,MCC Standard,56,0,8,48,0.1429,180,14,0
INV-2024-07-MCO-SH-039,2024-07,MCO-SH-039,Apparel,Shirts,MCC Standard,19,0,5,14,0.2632,84,10,0
INV-2024-07-MCO-SH-040,2024-07,MCO-SH-040,Apparel,Shirts,MCC Premium,15,43,12,46,0.2069,115,7,0
INV-2024-07-MCO-SH-041,2024-07,MCO-SH-041,Apparel,Shirts,MCC Basic,66,0,7,59,0.1061,253,15,0
INV-2024-07-MCO-SH-042,2024-07,MCO-SH-042,Apparel,Shirts,MCC Basic,22,0,6,16,0.2727,80,18,0
INV-2024-07-MCO-SH-043,2024-07,MCO-SH-043,Apparel,Shirts,MCC Standard,47,0,16,31,0.3404,58,18,0
INV-2024-07-MCO-SH-044,2024-07,MCO-SH-044,Apparel,Shirts,MCC Premium,50,0,4,46,0.08,345,7,0
INV-2024-07-MCO-SH-045,2024-07,MCO-SH-045,Apparel,Shirts,MCC Standard,32,0,11,21,0.3438,57,20,0
INV-2024-07-MCO-SH-046,2024-07,MCO-SH-046,Apparel,Shirts,MCC Standard,17,0,3,14,0.1765,140,7,0
INV-2024-07-MCO-SH-047,2024-07,MCO-SH-047,Apparel,Shirts,MCC Basic,37,0,14,23,0.3784,49,9,0
INV-2024-07-MCO-SH-048,2024-07,MCO-SH-048,Apparel,Shirts,MCC Standard,36,0,7,29,0.1944,124,13,0
INV-2024-07-MCO-SH-049,2024-07,MCO-SH-049,Apparel,Shirts,MCC Standard,20,0,12,8,0.6,20,17,0
INV-2024-07-MCO-SH-050,2024-07,MCO-SH-050,Apparel,Shirts,MCC Standard,53,0,14,39,0.2642,84,19,0
INV-2024-07-MCO-SH-051,2024-07,MCO-SH-051,Apparel,Shirts,MCC Standard,23,0,8,15,0.3478,56,11,0
INV-2024-07-MCO-SH-052,2024-07,MCO-SH-052,Apparel,Shirts,MCC Premium,66,0,4,62,0.0606,465,17,0
INV-2024-07-MCO-SH-053,2024-07,MCO-SH-053,Apparel,Shirts,MCC Premium,57,0,5,52,0.0877,312,14,0
INV-2024-07-MCO-SH-054,2024-07,MCO-SH-054,Apparel,Shirts,MCC Standard,12,0,8,4,0.6667,15,21,0
INV-2024-07-MCO-SH-055,2024-07,MCO-SH-055,Apparel,Shirts,MCC Premium,92,0,5,87,0.0543,522,21,0
INV-2024-07-MCO-SH-056,2024-07,MCO-SH-056,Apparel,Shirts,MCC Basic,46,0,7,39,0.1522,167,20,0
INV-2024-07-MCO-SH-057,2024-07,MCO-SH-057,Apparel,Shirts,MCC Standard,39,0,10,29,0.2564,87,9,0
INV-2024-07-MCO-SH-058,2024-07,MCO-SH-058,Apparel,Shirts,MCC Standard,16,44,12,48,0.2,120,20,0
INV-2024-07-MCO-DR-001,2024-07,MCO-DR-001,Apparel,Dresses,MCC Basic,20,0,12,8,0.6,20,10,0
INV-2024-07-MCO-DR-002,2024-07,MCO-DR-002,Apparel,Dresses,MCC Standard,24,0,7,17,0.2917,73,20,0
INV-2024-07-MCO-DR-003,2024-07,MCO-DR-003,Apparel,Dresses,MCC Standard,35,0,5,30,0.1429,180,11,0
INV-2024-07-MCO-DR-004,2024-07,MCO-DR-004,Apparel,Dresses,MCC Standard,62,0,25,37,0.4032,44,17,0
INV-2024-07-MCO-DR-005,2024-07,MCO-DR-005,Apparel,Dresses,MCC Premium,6,51,7,50,0.1228,214,7,0
INV-2024-07-MCO-DR-006,2024-07,MCO-DR-006,Apparel,Dresses,MCC Premium,62,0,6,56,0.0968,280,13,0
INV-2024-07-MCO-DR-007,2024-07,MCO-DR-007,Apparel,Dresses,MCC Standard,78,0,9,69,0.1154,230,19,0
INV-2024-07-MCO-DR-008,2024-07,MCO-DR-008,Apparel,Dresses,MCC Standard,50,0,10,40,0.2,120,18,0
INV-2024-07-MCO-DR-009,2024-07,MCO-DR-009,Apparel,Dresses,MCC Standard,10,81,4,87,0.044,652,17,0
INV-2024-07-MCO-DR-010,2024-07,MCO-DR-010,Apparel,Dresses,MCC Basic,11,74,10,75,0.1176,225,16,0
INV-2024-07-MCO-DR-011,2024-07,MCO-DR-011,Apparel,Dresses,MCC Premium,43,0,12,31,0.2791,78,15,0
INV-2024-07-MCO-DR-012,2024-07,MCO-DR-012,Apparel,Dresses,MCC Basic,79,0,4,75,0.0506,562,7,0
INV-2024-07-MCO-DR-013,2024-07,MCO-DR-013,Apparel,Dresses,MCC Basic,18,0,8,10,0.4444,38,20,0
INV-2024-07-MCO-DR-014,2024-07,MCO-DR-014,Apparel,Dresses,MCC Standard,63,0,0,63,0.0,630,10,0
INV-2024-07-MCO-DR-015,2024-07,MCO-DR-015,Apparel,Dresses,MCC Standard,73,0,13,60,0.1781,138,17,0
INV-2024-07-MCO-DR-016,2024-07,MCO-DR-016,Apparel,Dresses,MCC Standard,93,0,2,91,0.0215,999,8,0
INV-2024-07-MCO-DR-017,2024-07,MCO-DR-017,Apparel,Dresses,MCC Basic,17,0,3,14,0.1765,140,12,0
INV-2024-07-MCO-DR-018,2024-07,MCO-DR-018,Apparel,Dresses,MCC Basic,69,0,7,62,0.1014,266,14,0
INV-2024-07-MCO-DR-019,2024-07,MCO-DR-019,Apparel,Dresses,MCC Premium,52,0,9,43,0.1731,143,9,0
INV-2024-07-MCO-DR-020,2024-07,MCO-DR-020,Apparel,Dresses,MCC Premium,47,0,9,38,0.1915,127,18,0
INV-2024-07-MCO-DR-021,2024-07,MCO-DR-021,Apparel,Dresses,MCC Standard,16,46,15,47,0.2419,94,19,0
INV-2024-07-MCO-DR-022,2024-07,MCO-DR-022,Apparel,Dresses,MCC Premium,59,0,7,52,0.1186,223,18,0
INV-2024-07-MCO-DR-023,2024-07,MCO-DR-023,Apparel,Dresses,MCC Premium,67,0,9,58,0.1343,193,16,0
INV-2024-07-MCO-DR-024,2024-07,MCO-DR-024,Apparel,Dresses,MCC Premium,13,0,5,8,0.3846,48,13,0
INV-2024-07-MCO-DR-025,2024-07,MCO-DR-025,Apparel,Dresses,MCC Standard,65,0,2,63,0.0308,945,14,0
INV-2024-07-MCO-DR-026,2024-07,MCO-DR-026,Apparel,Dresses,MCC Basic,63,0,2,61,0.0317,915,15,0
INV-2024-07-MCO-DR-027,2024-07,MCO-DR-027,Apparel,Dresses,MCC Standard,61,0,2,59,0.0328,885,13,0
INV-2024-07-MCO-DR-028,2024-07,MCO-DR-028,Apparel,Dresses,MCC Basic,62,0,5,57,0.0806,342,16,0
INV-2024-07-MCO-DR-029,2024-07,MCO-DR-029,Apparel,Dresses,MCC Standard,46,0,2,44,0.0435,660,9,0
INV-2024-07-MCO-DR-030,2024-07,MCO-DR-030,Apparel,Dresses,MCC Basic,23,0,5,18,0.2174,108,10,0
INV-2024-07-MCO-DR-031,2024-07,MCO-DR-031,Apparel,Dresses,MCC Basic,12,0,7,5,0.5833,21,15,0
INV-2024-07-MCO-DR-032,2024-07,MCO-DR-032,Apparel,Dresses,MCC Standard,38,0,2,36,0.0526,540,8,0
INV-2024-07-MCO-DR-033,2024-07,MCO-DR-033,Apparel,Dresses,MCC Premium,88,0,3,85,0.0341,850,21,0
INV-2024-07-MCO-DR-034,2024-07,MCO-DR-034,Apparel,Dresses,MCC Standard,46,0,3,43,0.0652,430,19,0
INV-2024-07-MCO-DR-035,2024-07,MCO-DR-035,Apparel,Dresses,MCC Basic,27,0,6,21,0.2222,105,8,0
INV-2024-07-MCO-DR-036,2024-07,MCO-DR-036,Apparel,Dresses,MCC Premium,73,0,12,61,0.1644,152,19,0
INV-2024-07-MCO-DR-037,2024-07,MCO-DR-037,Apparel,Dresses,MCC Basic,8,43,4,47,0.0784,352,10,0
INV-2024-07-MCO-DR-038,2024-07,MCO-DR-038,Apparel,Dresses,MCC Standard,42,0,12,30,0.2857,75,17,0
INV-2024-07-MCO-DR-039,2024-07,MCO-DR-039,Apparel,Dresses,MCC Basic,34,0,9,25,0.2647,83,20,0
INV-2024-07-MCO-DR-040,2024-07,MCO-DR-040,Apparel,Dresses,MCC Standard,10,51,2,59,0.0328,885,10,0
INV-2024-07-MCO-DR-041,2024-07,MCO-DR-041,Apparel,Dresses,MCC Standard,16,0,9,7,0.5625,23,13,0
INV-2024-07-MCO-DR-042,2024-07,MCO-DR-042,Apparel,Dresses,MCC Premium,69,0,9,60,0.1304,200,8,0
INV-2024-07-MCO-DR-043,2024-07,MCO-DR-043,Apparel,Dresses,MCC Standard,43,0,8,35,0.186,131,14,0
INV-2024-07-MCO-PT-001,2024-07,MCO-PT-001,Apparel,Pants,MCC Premium,18,0,5,13,0.2778,78,21,0
INV-2024-07-MCO-PT-002,2024-07,MCO-PT-002,Apparel,Pants,MCC Premium,31,0,3,28,0.0968,280,14,0
INV-2024-07-MCO-PT-003,2024-07,MCO-PT-003,Apparel,Pants,MCC Premium,29,0,6,23,0.2069,115,10,0
INV-2024-07-MCO-PT-004,2024-07,MCO-PT-004,Apparel,Pants,MCC Premium,25,0,12,13,0.48,32,10,0
INV-2024-07-MCO-PT-005,2024-07,MCO-PT-005,Apparel,Pants,MCC Standard,52,0,5,47,0.0962,282,11,0
INV-2024-07-MCO-PT-006,2024-07,MCO-PT-006,Apparel,Pants,MCC Standard,37,0,2,35,0.0541,525,11,0
INV-2024-07-MCO-PT-007,2024-07,MCO-PT-007,Apparel,Pants,MCC Basic,17,0,8,9,0.4706,34,13,0
INV-2024-07-MCO-PT-008,2024-07,MCO-PT-008,Apparel,Pants,MCC Premium,63,0,3,60,0.0476,600,21,0
INV-2024-07-MCO-PT-009,2024-07,MCO-PT-009,Apparel,Pants,MCC Premium,42,0,13,29,0.3095,67,10,0
INV-2024-07-MCO-PT-010,2024-07,MCO-PT-010,Apparel,Pants,MCC Standard,45,0,4,41,0.0889,308,17,0
INV-2024-07-MCO-PT-011,2024-07,MCO-PT-011,Apparel,Pants,MCC Standard,61,0,5,56,0.082,336,19,0
INV-2024-07-MCO-PT-012,2024-07,MCO-PT-012,Apparel,Pants,MCC Basic,47,0,6,41,0.1277,205,15,0
INV-2024-07-MCO-PT-013,2024-07,MCO-PT-013,Apparel,Pants,MCC Premium,7,62,4,65,0.058,488,17,0
INV-2024-07-MCO-PT-014,2024-07,MCO-PT-014,Apparel,Pants,MCC Basic,51,0,6,45,0.1176,225,13,0
INV-2024-07-MCO-PT-015,2024-07,MCO-PT-015,Apparel,Pants,MCC Standard,38,0,1,37,0.0263,999,21,0
INV-2024-07-MCO-PT-016,2024-07,MCO-PT-016,Apparel,Pants,MCC Standard,15,0,1,14,0.0667,420,18,0
INV-2024-07-MCO-PT-017,2024-07,MCO-PT-017,Apparel,Pants,MCC Standard,77,0,10,67,0.1299,201,16,0
INV-2024-07-MCO-PT-018,2024-07,MCO-PT-018,Apparel,Pants,MCC Standard,32,0,4,28,0.125,210,21,0
INV-2024-07-MCO-PT-019,2024-07,MCO-PT-019,Apparel,Pants,MCC Premium,4,62,15,51,0.2273,102,12,0
INV-2024-07-MCO-PT-020,2024-07,MCO-PT-020,Apparel,Pants,MCC Standard,23,0,8,15,0.3478,56,21,0
INV-2024-07-MCO-PT-021,2024-07,MCO-PT-021,Apparel,Pants,MCC Standard,8,52,0,60,0.0,600,21,0
INV-2024-07-MCO-PT-022,2024-07,MCO-PT-022,Apparel,Pants,MCC Standard,51,0,3,48,0.0588,480,20,0
INV-2024-07-MCO-PT-023,2024-07,MCO-PT-023,Apparel,Pants,MCC Standard,19,0,5,14,0.2632,84,18,0
INV-2024-07-MCO-PT-024,2024-07,MCO-PT-024,Apparel,Pants,MCC Basic,36,0,8,28,0.2222,105,14,0
INV-2024-07-MCO-PT-025,2024-07,MCO-PT-025,Apparel,Pants,MCC Standard,21,0,5,16,0.2381,96,10,0
INV-2024-07-MCO-PT-026,2024-07,MCO-PT-026,Apparel,Pants,MCC Standard,36,0,6,30,0.1667,150,8,0
INV-2024-07-MCO-PT-027,2024-07,MCO-PT-027,Apparel,Pants,MCC Standard,19,0,0,19,0.0,190,11,0
INV-2024-07-MCO-PT-028,2024-07,MCO-PT-028,Apparel,Pants,MCC Standard,50,0,5,45,0.1,270,18,0
INV-2024-07-MCO-OW-001,2024-07,MCO-OW-001,Apparel,Outerwear,MCC Premium,74,0,3,71,0.0405,710,20,0
INV-2024-07-MCO-OW-002,2024-07,MCO-OW-002,Apparel,Outerwear,MCC Premium,43,0,4,39,0.093,292,15,0
INV-2024-07-MCO-OW-003,2024-07,MCO-OW-003,Apparel,Outerwear,MCC Standard,22,0,4,18,0.1818,135,20,0
INV-2024-07-MCO-OW-004,2024-07,MCO-OW-004,Apparel,Outerwear,MCC Basic,40,0,5,35,0.125,210,14,0
INV-2024-07-MCO-OW-005,2024-07,MCO-OW-005,Apparel,Outerwear,MCC Standard,71,0,1,70,0.0141,999,8,0
INV-2024-07-MCO-OW-006,2024-07,MCO-OW-006,Apparel,Outerwear,MCC Standard,42,0,3,39,0.0714,390,19,0
INV-2024-07-MCO-OW-007,2024-07,MCO-OW-007,Apparel,Outerwear,MCC Standard,14,0,1,13,0.0714,390,9,0
INV-2024-07-MCO-OW-008,2024-07,MCO-OW-008,Apparel,Outerwear,MCC Standard,33,0,1,32,0.0303,960,18,0
INV-2024-07-MCO-OW-009,2024-07,MCO-OW-009,Apparel,Outerwear,MCC Standard,75,0,6,69,0.08,345,20,0
INV-2024-07-MCO-OW-010,2024-07,MCO-OW-010,Apparel,Outerwear,MCC Basic,22,0,3,19,0.1364,190,13,0
INV-2024-07-MCO-OW-011,2024-07,MCO-OW-011,Apparel,Outerwear,MCC Premium,60,0,6,54,0.1,270,20,0
INV-2024-07-MCO-OW-012,2024-07,MCO-OW-012,Apparel,Outerwear,MCC Standard,65,0,3,62,0.0462,620,10,0
INV-2024-07-MCO-OW-013,2024-07,MCO-OW-013,Apparel,Outerwear,MCC Standard,24,0,4,20,0.1667,150,18,0
INV-2024-07-MCO-OW-014,2024-07,MCO-OW-014,Apparel,Outerwear,MCC Standard,27,0,2,25,0.0741,375,14,0
INV-2024-07-MCO-OW-015,2024-07,MCO-OW-015,Apparel,Outerwear,MCC Standard,26,0,6,20,0.2308,100,13,0
INV-2024-07-MCO-OW-016,2024-07,MCO-OW-016,Apparel,Outerwear,MCC Premium,20,0,0,20,0.0,200,9,0
INV-2024-07-MCO-OW-017,2024-07,MCO-OW-017,Apparel,Outerwear,MCC Standard,23,0,1,22,0.0435,660,9,0
INV-2024-07-MCO-OW-018,2024-07,MCO-OW-018,Apparel,Outerwear,MCC Standard,32,0,4,28,0.125,210,19,0
INV-2024-07-MCO-OW-019,2024-07,MCO-OW-019,Apparel,Outerwear,MCC Standard,57,0,1,56,0.0175,999,16,0
INV-2024-07-MCO-OW-020,2024-07,MCO-OW-020,Apparel,Outerwear,MCC Basic,58,0,1,57,0.0172,999,9,0
INV-2024-07-MCO-OW-021,2024-07,MCO-OW-021,Apparel,Outerwear,MCC Premium,63,0,9,54,0.1429,180,20,0
INV-2024-07-MCO-OW-022,2024-07,MCO-OW-022,Apparel,Outerwear,MCC Standard,46,0,6,40,0.1304,200,7,0
INV-2024-07-MCO-OW-023,2024-07,MCO-OW-023,Apparel,Outerwear,MCC Standard,42,0,0,42,0.0,420,11,0
INV-2024-07-MCO-BG-001,2024-07,MCO-BG-001,Accessories,Bags,MCC Standard,651,47,0,698,0.0,999,9,0
INV-2024-07-MCO-BG-002,2024-07,MCO-BG-002,Accessories,Bags,MCC Premium,675,37,3,709,0.0042,999,12,0
INV-2024-07-MCO-BG-003,2024-07,MCO-BG-003,Accessories,Bags,MCC Basic,721,33,0,754,0.0,999,21,0
INV-2024-07-MCO-BG-004,2024-07,MCO-BG-004,Accessories,Bags,MCC Premium,628,16,1,643,0.0016,999,15,0
INV-2024-07-MCO-BG-005,2024-07,MCO-BG-005,Accessories,Bags,MCC Standard,618,24,0,642,0.0,999,15,0
INV-2024-07-MCO-BG-006,2024-07,MCO-BG-006,Accessories,Bags,MCC Basic,645,40,0,685,0.0,999,19,0
INV-2024-07-MCO-BG-007,2024-07,MCO-BG-007,Accessories,Bags,MCC Premium,663,45,2,706,0.0028,999,21,0
INV-2024-07-MCO-BG-008,2024-07,MCO-BG-008,Accessories,Bags,MCC Premium,642,20,0,662,0.0,999,8,0
INV-2024-07-MCO-BG-009,2024-07,MCO-BG-009,Accessories,Bags,MCC Standard,710,21,2,729,0.0027,999,15,0
INV-2024-07-MCO-BG-010,2024-07,MCO-BG-010,Accessories,Bags,MCC Premium,636,31,0,667,0.0,999,14,0
INV-2024-07-MCO-BG-011,2024-07,MCO-BG-011,Accessories,Bags,MCC Basic,645,39,0,684,0.0,999,20,0
INV-2024-07-MCO-BG-012,2024-07,MCO-BG-012,Accessories,Bags,MCC Premium,707,26,3,730,0.0041,999,9,0
INV-2024-07-MCO-BG-013,2024-07,MCO-BG-013,Accessories,Bags,MCC Basic,660,26,1,685,0.0015,999,16,0
INV-2024-07-MCO-BG-014,2024-07,MCO-BG-014,Accessories,Bags,MCC Basic,672,31,3,700,0.0043,999,14,0
INV-2024-07-MCO-BG-015,2024-07,MCO-BG-015,Accessories,Bags,MCC Premium,680,21,4,697,0.0057,999,8,0
INV-2024-07-MCO-BG-016,2024-07,MCO-BG-016,Accessories,Bags,MCC Standard,767,46,1,812,0.0012,999,14,0
INV-2024-07-MCO-BG-017,2024-07,MCO-BG-017,Accessories,Bags,MCC Basic,680,47,1,726,0.0014,999,14,0
INV-2024-07-MCO-BG-018,2024-07,MCO-BG-018,Accessories,Bags,MCC Premium,667,15,0,682,0.0,999,8,0
INV-2024-07-MCO-BG-019,2024-07,MCO-BG-019,Accessories,Bags,MCC Standard,744,29,1,772,0.0013,999,16,0
INV-2024-07-MCO-BG-020,2024-07,MCO-BG-020,Accessories,Bags,MCC Premium,637,26,2,661,0.003,999,12,0
INV-2024-07-MCO-BG-021,2024-07,MCO-BG-021,Accessories,Bags,MCC Premium,719,46,0,765,0.0,999,12,0
INV-2024-07-MCO-BG-022,2024-07,MCO-BG-022,Accessories,Bags,MCC Premium,601,48,3,646,0.0046,999,21,0
INV-2024-07-MCO-BG-023,2024-07,MCO-BG-023,Accessories,Bags,MCC Premium,646,35,1,680,0.0015,999,15,0
INV-2024-07-MCO-BG-024,2024-07,MCO-BG-024,Accessories,Bags,MCC Basic,665,35,0,700,0.0,999,15,0
INV-2024-07-MCO-BG-025,2024-07,MCO-BG-025,Accessories,Bags,MCC Standard,669,46,0,715,0.0,999,19,0
INV-2024-07-MCO-BG-026,2024-07,MCO-BG-026,Accessories,Bags,MCC Standard,623,25,0,648,0.0,999,15,0
INV-2024-07-MCO-BG-027,2024-07,MCO-BG-027,Accessories,Bags,MCC Standard,681,35,0,716,0.0,999,19,0
INV-2024-07-MCO-BG-028,2024-07,MCO-BG-028,Accessories,Bags,MCC Premium,706,30,0,736,0.0,999,9,0
INV-2024-07-MCO-BG-029,2024-07,MCO-BG-029,Accessories,Bags,MCC Standard,645,34,0,679,0.0,999,11,0
INV-2024-07-MCO-BG-030,2024-07,MCO-BG-030,Accessories,Bags,MCC Premium,760,48,1,807,0.0012,999,16,0
INV-2024-07-MCO-BG-031,2024-07,MCO-BG-031,Accessories,Bags,MCC Standard,706,38,0,744,0.0,999,16,0
INV-2024-07-MCO-BG-032,2024-07,MCO-BG-032,Accessories,Bags,MCC Standard,682,34,0,716,0.0,999,17,0
INV-2024-07-MCO-BG-033,2024-07,MCO-BG-033,Accessories,Bags,MCC Standard,679,40,0,719,0.0,999,14,0
INV-2024-07-MCO-BG-034,2024-07,MCO-BG-034,Accessories,Bags,MCC Standard,706,46,0,752,0.0,999,9,0
INV-2024-07-MCO-BG-035,2024-07,MCO-BG-035,Accessories,Bags,MCC Standard,727,40,0,767,0.0,999,13,0
INV-2024-07-MCO-BG-036,2024-07,MCO-BG-036,Accessories,Bags,MCC Standard,642,24,0,666,0.0,999,7,0
INV-2024-07-MCO-BG-037,2024-07,MCO-BG-037,Accessories,Bags,MCC Standard,724,45,2,767,0.0026,999,8,0
INV-2024-07-MCO-BG-038,2024-07,MCO-BG-038,Accessories,Bags,MCC Standard,653,16,0,669,0.0,999,15,0
INV-2024-07-MCO-JW-001,2024-07,MCO-JW-001,Accessories,Jewelry,MCC Standard,72,0,0,72,0.0,720,17,0
INV-2024-07-MCO-JW-002,2024-07,MCO-JW-002,Accessories,Jewelry,MCC Standard,51,0,7,44,0.1373,189,11,0
INV-2024-07-MCO-JW-003,2024-07,MCO-JW-003,Accessories,Jewelry,MCC Basic,14,0,4,10,0.2857,75,11,0
INV-2024-07-MCO-JW-004,2024-07,MCO-JW-004,Accessories,Jewelry,MCC Standard,81,0,2,79,0.0247,999,16,0
INV-2024-07-MCO-JW-005,2024-07,MCO-JW-005,Accessories,Jewelry,MCC Premium,17,0,5,12,0.2941,72,9,0
INV-2024-07-MCO-JW-006,2024-07,MCO-JW-006,Accessories,Jewelry,MCC Standard,61,0,0,61,0.0,610,15,0
INV-2024-07-MCO-JW-007,2024-07,MCO-JW-007,Accessories,Jewelry,MCC Premium,21,0,6,15,0.2857,75,18,0
INV-2024-07-MCO-JW-008,2024-07,MCO-JW-008,Accessories,Jewelry,MCC Premium,43,0,5,38,0.1163,228,7,0
INV-2024-07-MCO-JW-009,2024-07,MCO-JW-009,Accessories,Jewelry,MCC Basic,26,0,1,25,0.0385,750,15,0
INV-2024-07-MCO-JW-010,2024-07,MCO-JW-010,Accessories,Jewelry,MCC Standard,31,0,1,30,0.0323,900,14,0
INV-2024-07-MCO-JW-011,2024-07,MCO-JW-011,Accessories,Jewelry,MCC Standard,42,0,4,38,0.0952,285,9,0
INV-2024-07-MCO-JW-012,2024-07,MCO-JW-012,Accessories,Jewelry,MCC Standard,44,0,3,41,0.0682,410,19,0
INV-2024-07-MCO-JW-013,2024-07,MCO-JW-013,Accessories,Jewelry,MCC Standard,45,0,2,43,0.0444,645,19,0
INV-2024-07-MCO-JW-014,2024-07,MCO-JW-014,Accessories,Jewelry,MCC Standard,20,0,3,17,0.15,170,8,0
